,term,weight,occurrences,documents_in,sentences_in
1821,cost,0.001204474127673102,6,"doc5.txt, doc4.txt, doc1.txt, doc3.txt, doc2.txt","I said then and believe now that Saddam Hussein was a ruthless dictator who craved weapons of mass destruction but posed no imminent threat to the United States; that a war in Iraq would harm, not help, our efforts to defeat al Qaeda and finish the job in Afghanistan; and that an invasion would require an occupation of undetermined length, at undetermined cost, with undetermined consequences. 
        
        This means no more bloated no-bid contracts that cost the taxpayers millions in overhead and administrative expenses. 
        
        There is one other place where our mistakes in Iraq have cost us dearly ? 
        
        In fact, one recent survey showed that corruption in Kenya costs local firms 6% of their revenues, the difference between good-paying jobs in Kenya or somewhere else."
1822,cost dearly,0.000394572690239278,1,,
1823,cost health,0.0002990269461423618,1,,
1824,cost meet,0.00017729170089556332,1,,
1825,cost money,0.00020297919617200547,1,doc2.txt,"Now, many of these plans will cost money, which is why I've laid out how I'll pay for every dime - by closing corporate loopholes and tax havens that don't help America grow."
1826,cost taxpayers,0.00025217995492856244,1,,
1827,cost undetermined,0.00013426656396618787,1,,
1828,costs,0.0005224965366548613,3,"doc4.txt, doc1.txt","In fact, one recent survey showed that corruption in Kenya costs local firms 6% of their revenues, the difference between good-paying jobs in Kenya or somewhere else. 
        
        For the last six years we've been told that our mounting debts don't matter, we've been told that the anxiety Americans feel about rising health care costs and stagnant wages are an illusion, we've been told that climate change is a hoax, and that tough talk and an ill-conceived war can replace diplomacy, and strategy, and foresight. 
        
        We can control costs by focusing on prevention, by providing better treatment to the chronically ill, and using technology to cut the bureaucracy."
1829,costs focusing,0.00022605747631734472,1,,
1830,costs local,0.00021529821409549488,1,doc4.txt,"In fact, one recent survey showed that corruption in Kenya costs local firms 6% of their revenues, the difference between good-paying jobs in Kenya or somewhere else."
1831,costs stagnant,0.00013722593986837967,1,,
1832,couch,0.00021915861439368776,1,doc4.txt,"I slept on the couch of my sister's apartment, not a fancy hotel, and often took my meals at a small tea-house in downtown Nairobi."
1833,couch sister,0.00021915861439368776,1,,
1834,couldn,0.00045150937573585845,1,doc3.txt,Because people just couldn't pronounce it.
1835,couldn pronounce,0.00045150937573585845,1,,
1836,counseling,0.000231285478731468,1,doc5.txt,"Last week, without a trace of irony, the President even chose Vietnam as the backdrop for remarks counseling “patience” with his policies in Iraq."
1837,counseling patience,0.000231285478731468,1,,
1838,count,0.00026343726936835514,1,"doc6.txt, doc5.txt, doc4.txt, doc1.txt, doc3.txt, doc2.txt","For years, Nunn-Lugar programs have been effectively upgrading security at sites in six countries across the former Soviet Union. 
        
        Additional steps should also be taken to consolidate and secure dangerous pathogen collections, strengthen bio-reconnaissance networks to provide early warning of bio-attack and natural disease outbreaks, and have our experts work together to develop improved medical countermeasures. 
        
        That policy-by-slogan will no longer pass as an acceptable form of debate in this country. 
        
        These are serious times for our country, and with their votes two weeks ago, Americans demanded a feasible strategy with defined goals in Iraq ?"
1839,count employers,0.00026343726936835514,1,,
1840,counted,0.00020675969289147983,1,doc2.txt,"Tell that to the proud auto workers at a Michigan plant who, after they found out it was closing, kept showing up every day and working as hard as ever, because they knew there were people who counted on the brakes that they made."
1841,counted brakes,0.00020675969289147983,1,,
1842,countermeasures,0.00015253075526354003,1,doc6.txt,"Additional steps should also be taken to consolidate and secure dangerous pathogen collections, strengthen bio-reconnaissance networks to provide early warning of bio-attack and natural disease outbreaks, and have our experts work together to develop improved medical countermeasures."
1843,countries,0.002370801663308242,8,"doc6.txt, doc5.txt, doc2.txt","For years, Nunn-Lugar programs have been effectively upgrading security at sites in six countries across the former Soviet Union. 
        
        Such a reduced but active presence will also send a clear message to hostile countries like Iran and Syria that we intend to remain a key player in this region. 
        
        Finally, we have to realize that the entire Middle East has an enormous stake in the outcome of Iraq, and we must engage neighboring countries in finding a solution. 
        
        We know these countries want us to fail, and we should remain steadfast in our opposition to their support of terrorism and Iran’s nuclear ambitions."
